HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerGroup,PassengerGroupNumber,Deck,Num,Side
Earth,False,TRAPPIST,22.0,False,0.0,0.0,165.0,14.0,629.0,Daisya Evedorsen,False,6409,1,G,1035.0,P
Earth,False,PSO,52.0,False,0.0,652.0,9.0,0.0,0.0,Bonyan Onell,False,6411,1,F,1328.0,P
Earth,False,TRAPPIST,30.0,False,59.0,0.0,0.0,0.0,1611.0,Analdy Farmonrada,False,6412,1,E,407.0,P
Europa,False,TRAPPIST,65.0,False,0.0,1420.0,0.0,85.0,827.0,Grasath Undrude,False,6413,1,A,77.0,S
Earth,False,TRAPPIST,31.0,False,294.0,480.0,31.0,3.0,0.0,Troyra Kellson,True,6414,1,G,1040.0,S
Mars,True,TRAPPIST,51.0,False,0.0,0.0,0.0,0.0,0.0,Eang Potie,True,6415,1,F,1225.0,S
Earth,False,TRAPPIST,27.0,False,93.0,0.0,0.0,0.0,772.0,Gerly Beachez,False,6418,1,F,1329.0,P
Earth,True,TRAPPIST,31.0,False,0.0,0.0,873.0,0.0,0.0,Estina Holcompson,True,6419,1,E,428.0,S
Europa,True,CANCRI,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Redand,True,6421,1,C,197.0,P
Mars,False,TRAPPIST,23.0,False,1533.0,0.0,858.0,297.0,0.0,Hones Panie,False,6422,1,F,1330.0,P
Mars,True,TRAPPIST,11.0,False,0.0,0.0,0.0,0.0,0.0,Oats Panie,True,6422,2,F,1330.0,P
Mars,False,TRAPPIST,23.0,False,1233.0,0.0,527.0,0.0,0.0,Tote Peake,False,6422,3,F,1330.0,P
Mars,False,TRAPPIST,34.0,False,801.0,0.0,246.0,1.0,0.0,Unchre Panie,False,6422,4,E,408.0,P
Earth,False,TRAPPIST,20.0,False,0.0,0.0,151.0,508.0,0.0,Stelly Hardley,False,6424,1,F,1331.0,P
Europa,True,CANCRI,20.0,False,0.0,0.0,0.0,0.0,0.0,Nesch Pumbody,True,6428,1,C,198.0,P
Europa,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Alphah Pumbody,True,6428,2,C,198.0,P
Earth,True,TRAPPIST,18.0,False,0.0,0.0,0.0,0.0,0.0,Rancy Byerton,False,6430,1,G,1037.0,P
Earth,False,CANCRI,20.0,False,24.0,56.0,1.0,0.0,468.0,Melara Kramosley,False,6431,1,F,1334.0,P
Earth,True,PSO,20.0,False,0.0,0.0,0.0,0.0,0.0,Timyra Kramosley,True,6431,2,G,1038.0,P
Earth,False,CANCRI,27.0,False,30.0,0.0,763.0,0.0,57.0,Adriet Kramosley,False,6431,3,G,1038.0,P
Europa,False,CANCRI,55.0,False,114.0,222.0,0.0,2575.0,2919.0,Asch Stradick,False,6432,1,D,202.0,P
Mars,False,CANCRI,53.0,False,83.0,0.0,1590.0,60.0,0.0,Permit Prité,True,6433,1,D,193.0,S
Earth,False,TRAPPIST,24.0,False,552.0,1.0,0.0,231.0,0.0,Hene Barks,True,6436,1,G,1043.0,S
Earth,False,CANCRI,24.0,False,14.0,0.0,1.0,528.0,109.0,Loree Drakeekss,True,6437,1,F,1228.0,S
Earth,True,PSO,49.0,False,0.0,0.0,0.0,0.0,0.0,Judya Brightez,True,6439,1,G,1044.0,S
Earth,False,TRAPPIST,17.0,False,0.0,0.0,0.0,1806.0,0.0,Camiet Gainebergan,False,6442,1,G,1045.0,S
Earth,False,TRAPPIST,39.0,False,0.0,0.0,710.0,56.0,1.0,Rence Patrichane,True,6443,1,G,1046.0,S
Earth,True,CANCRI,5.0,False,0.0,0.0,0.0,0.0,0.0,Shanie Cartyernan,True,6443,2,G,1046.0,S
Earth,False,TRAPPIST,10.0,False,0.0,0.0,0.0,0.0,0.0,Rone Cartyernan,True,6443,3,G,1046.0,S
Earth,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Allene Cartyernan,True,6443,4,G,1046.0,S
Earth,False,TRAPPIST,16.0,False,45.0,0.0,622.0,0.0,564.0,Kimena Cartyernan,False,6443,5,F,1229.0,S
Earth,False,TRAPPIST,51.0,False,0.0,10.0,388.0,1380.0,0.0,Denny Cartyernan,False,6443,6,G,1046.0,S
Earth,True,TRAPPIST,5.0,False,0.0,0.0,0.0,0.0,0.0,Everly Cochrisons,True,6443,7,G,1046.0,S
Earth,True,TRAPPIST,19.0,False,0.0,0.0,0.0,0.0,0.0,Sandie Domington,False,6444,1,G,1041.0,P
Earth,True,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Elicey Domington,True,6444,2,G,1041.0,P
Earth,False,TRAPPIST,20.0,False,810.0,0.0,0.0,0.0,0.0,Billa Yatters,False,6446,1,G,1047.0,S
Earth,True,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Nelley Yatters,True,6446,2,G,1047.0,S
Earth,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Willip Yatters,True,6446,3,G,1047.0,S
Earth,False,TRAPPIST,40.0,False,0.0,0.0,433.0,343.0,0.0,Terek Villenson,False,6448,1,F,1230.0,S
Mars,False,TRAPPIST,18.0,False,0.0,0.0,0.0,0.0,0.0,Gous Empie,False,6449,1,E,430.0,S
Mars,False,TRAPPIST,36.0,False,636.0,0.0,168.0,1795.0,0.0,Squars Empie,False,6449,2,F,1231.0,S
Europa,False,TRAPPIST,23.0,False,0.0,596.0,57.0,259.0,4666.0,Anyoni Unative,False,6450,1,C,200.0,P
Europa,True,CANCRI,42.0,False,0.0,0.0,0.0,0.0,0.0,Altaira Unative,True,6450,2,C,200.0,P
Earth,False,TRAPPIST,12.0,False,0.0,0.0,0.0,0.0,0.0,Iree Woodwardy,True,6452,2,G,1044.0,P
Earth,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Racyle Woodwardy,True,6452,3,G,1044.0,P
Earth,False,PSO,28.0,False,0.0,7.0,17.0,0.0,1724.0,Bel Harmontry,False,6453,1,G,1045.0,P
Earth,True,TRAPPIST,44.0,False,0.0,0.0,0.0,0.0,0.0,Tin Byerton,True,6454,1,G,1046.0,P
Europa,False,TRAPPIST,26.0,False,0.0,3818.0,0.0,1877.0,136.0,Alrak Unative,False,6455,1,D,203.0,P
Earth,True,TRAPPIST,36.0,False,32.0,3.0,657.0,58.0,41.0,Miken Gainney,False,6456,1,E,410.0,P
Earth,False,CANCRI,28.0,False,0.0,728.0,0.0,0.0,82.0,Veroy Morrows,True,6457,1,F,1337.0,P
Mars,False,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Whead Swin,False,6458,1,E,431.0,S
Earth,True,TRAPPIST,14.0,False,0.0,0.0,0.0,0.0,0.0,Danie Olshaffey,False,6459,1,G,1047.0,P
Earth,False,TRAPPIST,28.0,False,0.0,602.0,0.0,115.0,0.0,Henrie Moodmandez,True,6461,1,F,1232.0,S
Mars,False,TRAPPIST,21.0,False,899.0,1.0,1686.0,13.0,0.0,Gibers Cure,True,6462,2,F,1233.0,S
Earth,False,TRAPPIST,24.0,False,1256.0,2.0,8.0,1530.0,0.0,Guadae Jacobbinson,False,6463,1,F,1234.0,S
Earth,False,PSO,18.0,False,22.0,0.0,20.0,596.0,5.0,Arllia Ellahan,False,6464,1,F,1338.0,P
Mars,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Snich Crité,True,6468,1,F,1339.0,P
Mars,True,TRAPPIST,8.0,False,0.0,0.0,0.0,0.0,0.0,Guans Crité,True,6468,2,F,1339.0,P
Mars,True,TRAPPIST,36.0,False,0.0,0.0,0.0,0.0,0.0,Elfs Crité,False,6468,3,E,411.0,P
Mars,False,TRAPPIST,32.0,True,1179.0,0.0,4.0,0.0,0.0,Unchal Crité,False,6468,4,D,204.0,P
Earth,False,TRAPPIST,19.0,False,14.0,614.0,0.0,160.0,0.0,Sterry Chardst,False,6470,1,E,432.0,S
Earth,False,TRAPPIST,12.0,False,0.0,0.0,0.0,0.0,0.0,Adria Cardners,True,6471,1,G,1050.0,S
Europa,True,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Steary,True,6472,1,B,250.0,S
Europa,True,CANCRI,13.0,False,0.0,0.0,0.0,0.0,0.0,Cellah Steary,True,6472,2,B,250.0,S
Mars,True,TRAPPIST,20.0,False,0.0,0.0,0.0,0.0,0.0,Koat Chpie,True,6473,1,F,1236.0,S
Mars,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Luse Ses,True,6475,1,F,1340.0,P
Europa,False,CANCRI,23.0,False,0.0,44.0,0.0,3452.0,83.0,Tabih Witeronfus,False,6477,1,D,196.0,S
Europa,False,CANCRI,17.0,False,0.0,311.0,6.0,4236.0,557.0,Ranan Witeronfus,False,6477,2,D,196.0,S
Mars,False,TRAPPIST,29.0,False,1290.0,0.0,6.0,1.0,0.0,Cole Hac,False,6478,1,E,412.0,P
Earth,False,TRAPPIST,27.0,False,352.0,14.0,1.0,407.0,15.0,Jimmya Dotsondez,False,6480,1,E,433.0,S
Earth,False,TRAPPIST,22.0,False,89.0,0.0,795.0,0.0,3.0,Jayne Bulliamoses,True,6481,1,G,1052.0,S
Mars,False,CANCRI,26.0,False,414.0,239.0,681.0,352.0,0.0,Chtios Letie,False,6482,1,F,1237.0,S
Mars,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Dow Letie,True,6482,2,F,1237.0,S
Mars,True,TRAPPIST,7.0,False,0.0,0.0,0.0,0.0,0.0,Nutch Letie,True,6482,3,F,1237.0,S
Earth,False,CANCRI,78.0,False,0.0,213.0,202.0,288.0,0.0,Regory Haydenzier,True,6485,1,F,1238.0,S
Earth,False,TRAPPIST,24.0,False,0.0,0.0,53.0,652.0,0.0,Benry Haydenzier,True,6485,2,G,1053.0,S
Earth,False,TRAPPIST,26.0,False,0.0,0.0,0.0,22.0,1030.0,Marlie Solon,False,6487,1,F,1343.0,P
Europa,False,TRAPPIST,50.0,False,0.0,1663.0,336.0,1855.0,4.0,Propsh Ingwhed,False,6488,1,A,79.0,S
Earth,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Elsane Balley,False,6489,1,G,1049.0,P
Europa,True,CANCRI,57.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Ineded,True,6490,1,C,201.0,P
Europa,False,CANCRI,29.0,False,0.0,889.0,0.0,4921.0,290.0,Phecca Ineded,False,6490,2,C,201.0,P
Europa,False,CANCRI,27.0,False,0.0,6924.0,849.0,149.0,1166.0,Tabiton Ightive,True,6490,3,C,201.0,P
Europa,False,TRAPPIST,42.0,False,0.0,1972.0,0.0,108.0,5.0,Marga Ineded,True,6490,4,C,201.0,P
Earth,True,PSO,28.0,False,0.0,0.0,0.0,0.0,0.0,Dawne Bushallert,True,6492,1,G,1055.0,S
Earth,True,PSO,18.0,False,0.0,0.0,0.0,0.0,0.0,Terald Dillips,True,6493,1,G,1050.0,P
Mars,False,TRAPPIST,38.0,False,1192.0,5.0,1864.0,4287.0,0.0,Oafron Mushe,False,6494,1,F,1344.0,P
Earth,False,TRAPPIST,32.0,False,1.0,0.0,0.0,1.0,785.0,Jennya Ingston,False,6500,1,E,413.0,P
Earth,False,TRAPPIST,21.0,False,0.0,31.0,2076.0,77.0,0.0,Candra Weberts,True,6501,1,F,1240.0,S
Earth,False,TRAPPIST,6.0,False,0.0,0.0,0.0,0.0,0.0,Thelix Mcdanield,True,6502,1,G,1058.0,S
Earth,False,TRAPPIST,27.0,False,0.0,1.0,20.0,0.0,1363.0,Billia Mcfarley,False,6503,1,F,1347.0,P
Earth,False,PSO,32.0,False,397.0,0.0,7.0,182.0,5.0,Tonyn Braymon,False,6508,1,F,1242.0,S
Earth,False,PSO,23.0,False,601.0,0.0,113.0,0.0,39.0,Belix Adavisons,True,6509,1,F,1243.0,S
Europa,False,TRAPPIST,29.0,False,0.0,6.0,0.0,0.0,5531.0,Sabiton Tairbatic,False,6510,1,D,205.0,P
Earth,False,TRAPPIST,22.0,False,151.0,6.0,26.0,0.0,533.0,Katen Gainney,False,6511,1,F,1348.0,P
Earth,True,TRAPPIST,31.0,False,0.0,0.0,0.0,0.0,0.0,Trick Gainney,False,6511,2,G,1055.0,P
Earth,True,CANCRI,0.0,False,0.0,0.0,0.0,0.0,0.0,Thelix Gainney,True,6511,3,G,1055.0,P
Europa,False,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Mediton Oillepint,True,6512,1,A,80.0,S
Europa,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Photons Drivery,True,6512,2,A,80.0,S
Europa,False,TRAPPIST,28.0,False,0.0,3527.0,1.0,2929.0,2236.0,Hekaton Goortedant,False,6512,3,A,80.0,S
Mars,False,TRAPPIST,20.0,False,57.0,0.0,1185.0,0.0,0.0,Cuses Pread,False,6513,1,F,1244.0,S
Europa,False,CANCRI,28.0,True,19.0,22.0,2974.0,3603.0,158.0,Preo Openduave,False,6514,1,B,251.0,S
Europa,False,TRAPPIST,42.0,False,0.0,6244.0,0.0,10912.0,4.0,Gravior Stersetery,False,6514,2,B,251.0,S
Earth,False,PSO,32.0,False,388.0,0.0,0.0,439.0,0.0,Warry Bertiz,False,6517,1,F,1350.0,P
Earth,False,TRAPPIST,19.0,False,0.0,4.0,0.0,1785.0,3.0,Erie Horndley,False,6520,1,G,1060.0,S
Earth,False,CANCRI,20.0,False,0.0,0.0,715.0,2.0,0.0,Breney Garden,True,6522,1,F,1245.0,S
Earth,True,PSO,20.0,False,0.0,0.0,0.0,0.0,0.0,Derine Bardina,True,6523,1,F,1246.0,S
Earth,True,TRAPPIST,21.0,False,0.0,20.0,1540.0,80.0,512.0,Neila Cardners,False,6525,1,F,1248.0,S
Earth,True,PSO,32.0,False,0.0,0.0,0.0,0.0,0.0,Mistie Cardners,True,6525,2,G,1061.0,S
Earth,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Raceky Cardners,True,6525,3,G,1061.0,S
Earth,True,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Raulia Larks,True,6526,1,G,1056.0,P
Earth,False,CANCRI,12.0,False,0.0,0.0,0.0,0.0,0.0,Robina Larks,False,6526,2,G,1056.0,P
Earth,True,PSO,21.0,False,0.0,0.0,0.0,0.0,0.0,Davis Williotters,True,6529,1,G,1063.0,S
Mars,False,TRAPPIST,31.0,False,127.0,76.0,976.0,118.0,0.0,Neysma Bun,False,6530,1,E,436.0,S
Earth,True,CANCRI,18.0,False,0.0,0.0,0.0,0.0,0.0,Rena Hineyley,True,6531,1,G,1064.0,S
Mars,False,TRAPPIST,35.0,False,771.0,0.0,183.0,0.0,0.0,Powl Cread,False,6535,1,E,415.0,P
Europa,False,TRAPPIST,44.0,False,0.0,819.0,835.0,266.0,4056.0,Diskeh Hednigic,False,6539,1,C,242.0,S
Earth,False,TRAPPIST,13.0,False,0.0,671.0,0.0,8.0,0.0,Fany Cleminglas,True,6540,1,G,1059.0,P
Earth,False,TRAPPIST,21.0,False,0.0,717.0,0.0,0.0,0.0,Monah Lowelliott,False,6541,1,F,1356.0,P
Europa,False,TRAPPIST,37.0,False,0.0,4616.0,339.0,2008.0,175.0,Taura Pumpeshaft,True,6544,1,C,243.0,S
Earth,False,TRAPPIST,29.0,False,0.0,1362.0,0.0,1267.0,0.0,Bony Shieldson,True,6545,1,F,1250.0,S
Earth,False,TRAPPIST,34.0,False,228.0,0.0,150.0,15.0,1.0,Bretty Pottonalden,False,6546,1,G,1060.0,P
Mars,False,CANCRI,21.0,False,861.0,0.0,310.0,0.0,0.0,Ale Pert,False,6547,1,F,1358.0,P
Earth,False,TRAPPIST,38.0,False,395.0,1035.0,0.0,0.0,4.0,Stanya Kellyons,True,6548,1,G,1065.0,S
Mars,False,TRAPPIST,31.0,False,1979.0,0.0,2.0,112.0,0.0,Eclass Flate,False,6549,1,F,1251.0,S
Mars,False,TRAPPIST,61.0,False,1143.0,0.0,580.0,0.0,0.0,Llat Flate,False,6549,2,D,198.0,S
Earth,False,TRAPPIST,20.0,False,0.0,564.0,25.0,158.0,62.0,Fayey Webstenson,False,6552,1,G,1061.0,P
Earth,False,PSO,39.0,False,0.0,0.0,0.0,0.0,744.0,Bel Phillis,False,6553,1,F,1360.0,P
Mars,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Nes Gine,True,6556,1,F,1362.0,P
Mars,True,CANCRI,68.0,False,0.0,0.0,0.0,0.0,0.0,Morms Gine,True,6556,2,F,1362.0,P
Europa,False,CANCRI,38.0,False,0.0,201.0,0.0,1308.0,4085.0,Batares Airdring,False,6557,1,E,417.0,P
Earth,False,TRAPPIST,31.0,False,3.0,0.0,0.0,747.0,43.0,Philda Cleminglas,True,6558,1,F,1363.0,P
Earth,False,TRAPPIST,41.0,False,699.0,0.0,0.0,2.0,31.0,Rhonya Reynoldez,True,6560,1,F,1253.0,S
Europa,False,TRAPPIST,29.0,False,19.0,4900.0,6.0,6324.0,2056.0,Aldeba Ainserfle,False,6561,1,B,253.0,S
Europa,False,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Zavior Ainserfle,True,6561,2,B,253.0,S
Earth,False,TRAPPIST,27.0,False,0.0,0.0,23.0,30.0,815.0,Beathy Stephendsey,False,6562,1,F,1364.0,P
Earth,False,TRAPPIST,21.0,False,0.0,0.0,845.0,4.0,470.0,Stenny Gainney,True,6563,1,F,1254.0,S
Earth,False,TRAPPIST,30.0,False,0.0,123.0,0.0,1.0,784.0,Juanna Gainney,False,6563,2,G,1067.0,S
Mars,False,TRAPPIST,40.0,False,2081.0,1.0,0.0,0.0,25.0,Lakes Emead,False,6565,1,E,437.0,S
Mars,False,TRAPPIST,59.0,False,126.0,0.0,127.0,11.0,1393.0,Wors Emead,False,6565,2,F,1255.0,S
Earth,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Maryne Buchansen,False,6567,1,G,1063.0,P
Earth,False,TRAPPIST,41.0,False,18.0,0.0,35.0,0.0,845.0,Guadae Buchansen,False,6567,2,F,1365.0,P
Earth,False,CANCRI,36.0,False,695.0,0.0,0.0,0.0,0.0,Ianya Jacostaney,False,6568,1,F,1366.0,P
Earth,True,CANCRI,58.0,False,0.0,0.0,0.0,0.0,0.0,Loisey Slatessen,True,6569,1,G,1064.0,P
Earth,False,TRAPPIST,27.0,False,0.0,0.0,0.0,908.0,0.0,Shard Brightez,False,6570,1,G,1068.0,S
Earth,False,TRAPPIST,24.0,False,0.0,4.0,336.0,304.0,0.0,Geney Rothewson,False,6572,1,F,1256.0,S
Earth,False,TRAPPIST,50.0,False,0.0,896.0,1.0,0.0,5.0,Emilla Mosepherry,True,6573,1,F,1257.0,S
Europa,False,TRAPPIST,22.0,False,0.0,335.0,0.0,818.0,3014.0,Nasliak Covetive,False,6574,1,A,65.0,P
Mars,True,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Weres Chcak,False,6578,1,E,438.0,S
Mars,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Guits Stre,True,6578,2,F,1259.0,S
Earth,False,TRAPPIST,56.0,False,0.0,605.0,0.0,179.0,0.0,Benry Peterstarks,False,6580,1,G,1066.0,P
Europa,False,CANCRI,25.0,False,0.0,1538.0,97.0,530.0,35.0,Sitron Platch,False,6582,1,A,66.0,P
Europa,False,TRAPPIST,13.0,False,0.0,100.0,12253.0,6.0,80.0,Charda Sunlove,True,6583,1,B,254.0,S
Europa,False,CANCRI,53.0,False,0.0,2606.0,0.0,1170.0,0.0,Zinon Asivetfuel,True,6583,2,B,254.0,S
Earth,True,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Becca Hornettoney,True,6585,1,G,1071.0,S
Earth,True,TRAPPIST,18.0,False,289.0,1809.0,3.0,2.0,2.0,Raque Hornettoney,True,6585,2,F,1260.0,S
Earth,False,TRAPPIST,38.0,False,115.0,125.0,0.0,202.0,0.0,Denne Moodsey,True,6588,1,G,1073.0,S
Earth,True,TRAPPIST,20.0,False,0.0,0.0,0.0,0.0,0.0,Annon Moodsey,True,6588,2,G,1073.0,S
Europa,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Gollux Nifficaus,False,6590,1,B,217.0,P
Europa,False,TRAPPIST,56.0,False,0.0,13561.0,0.0,2.0,4088.0,Arkar Nifficaus,True,6590,2,B,217.0,P
Earth,False,TRAPPIST,47.0,False,285.0,600.0,3.0,0.0,640.0,Willy Mcfarleys,False,6591,1,F,1261.0,S
Mars,True,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Ranutz Meate,True,6592,1,F,1262.0,S
Earth,False,PSO,29.0,False,0.0,67.0,661.0,0.0,0.0,Keitha Matts,True,6593,1,F,1370.0,P
Earth,False,TRAPPIST,26.0,False,0.0,666.0,0.0,0.0,58.0,Scotty Matts,False,6593,2,F,1370.0,P
Earth,True,CANCRI,34.0,False,0.0,0.0,0.0,0.0,0.0,Jord Schmondez,True,6594,1,G,1067.0,P
Earth,False,TRAPPIST,35.0,False,102.0,780.0,6.0,0.0,0.0,Tyle Simstravery,True,6595,1,G,1074.0,S
Mars,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Panter Mepie,True,6598,1,F,1263.0,S
Europa,True,TRAPPIST,49.0,False,0.0,0.0,0.0,0.0,0.0,Kitak Esseal,True,6599,1,C,245.0,S
Earth,False,TRAPPIST,24.0,False,2.0,0.0,0.0,52.0,638.0,Debora Farrez,False,6601,1,F,1372.0,P
Earth,False,TRAPPIST,62.0,False,94.0,267.0,2341.0,94.0,0.0,Davis Cookson,True,6602,1,F,1265.0,S
Mars,False,TRAPPIST,25.0,False,68.0,0.0,3700.0,0.0,0.0,Beres Conca,True,6603,1,D,208.0,P
Europa,True,CANCRI,42.0,False,0.0,0.0,0.0,0.0,0.0,Coxaron Unsive,True,6604,1,C,205.0,P
Earth,False,PSO,25.0,False,166.0,0.0,520.0,0.0,0.0,Regana Kellyons,False,6606,1,F,1266.0,S
Earth,False,TRAPPIST,21.0,False,588.0,0.0,17.0,0.0,1548.0,Brada Rochaserry,False,6608,1,F,1374.0,P
Earth,False,CANCRI,41.0,False,635.0,0.0,7.0,0.0,0.0,Breney Philloway,True,6611,1,E,421.0,P
Earth,True,TRAPPIST,50.0,False,0.0,0.0,0.0,0.0,0.0,Briany Philloway,False,6611,2,G,1069.0,P
Earth,False,PSO,20.0,False,0.0,90.0,561.0,2.0,0.0,Nelley Philloway,True,6611,3,F,1375.0,P
Earth,True,TRAPPIST,15.0,False,0.0,0.0,0.0,0.0,0.0,Darry Sawyerson,True,6613,1,G,1078.0,S
Mars,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Naffsh Katte,True,6614,1,F,1268.0,S
Earth,False,TRAPPIST,20.0,False,2532.0,1.0,0.0,59.0,10.0,Janita Webstephrey,True,6616,1,F,1377.0,P
Europa,False,TRAPPIST,35.0,False,345.0,4514.0,0.0,0.0,421.0,Alsha Geneltic,True,6618,1,C,246.0,S
Earth,False,PSO,22.0,False,0.0,115.0,273.0,0.0,218.0,Allie Smalls,True,6620,1,G,1079.0,S
Earth,False,CANCRI,43.0,False,0.0,0.0,642.0,0.0,8.0,Jilly Summington,True,6621,1,F,1378.0,P
Earth,False,CANCRI,54.0,False,752.0,0.0,44.0,14.0,0.0,Coreen Lynnerett,False,6622,1,G,1070.0,P
Earth,True,TRAPPIST,15.0,False,0.0,0.0,0.0,0.0,0.0,Gwendy Lynnerett,True,6622,2,G,1070.0,P
Europa,True,CANCRI,38.0,False,0.0,0.0,0.0,0.0,0.0,Saxinon Geraing,True,6623,1,B,218.0,P
Earth,False,TRAPPIST,44.0,False,1175.0,0.0,13.0,642.0,498.0,Oraryn Prickmantes,False,6624,1,G,1071.0,P
Earth,True,PSO,34.0,False,0.0,0.0,0.0,0.0,0.0,Derina Garden,True,6625,1,G,1072.0,P
Earth,False,CANCRI,15.0,False,3.0,854.0,23.0,0.0,0.0,Hughy Garden,False,6625,2,F,1379.0,P
Earth,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Herry Farrowns,False,6626,1,G,1073.0,P
Earth,False,TRAPPIST,19.0,False,0.0,1044.0,0.0,2.0,4.0,Valex Singlents,True,6630,1,F,1270.0,S
Europa,True,TRAPPIST,27.0,False,0.0,1891.0,0.0,2167.0,0.0,Etamino Suasharic,False,6631,1,C,208.0,P
Europa,False,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Nunkib Motive,True,6633,1,B,255.0,S
Europa,True,CANCRI,46.0,False,0.0,0.0,0.0,0.0,0.0,Gorabih Dischod,True,6634,1,B,219.0,P
Europa,False,TRAPPIST,17.0,False,0.0,1339.0,26.0,244.0,15.0,Giebara Entratable,False,6635,1,C,209.0,P
Europa,False,CANCRI,45.0,False,0.0,313.0,1791.0,414.0,1675.0,Nusakab Entratable,False,6635,2,C,209.0,P
Mars,False,TRAPPIST,27.0,False,1228.0,0.0,0.0,0.0,0.0,Tibers Sinda,False,6637,1,F,1271.0,S
Earth,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Scotty Hurchez,False,6638,1,G,1074.0,P
Earth,True,PSO,18.0,False,0.0,0.0,0.0,0.0,0.0,Nelsie Strony,True,6639,1,G,1075.0,P
Europa,True,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Algork Diateous,True,6641,1,C,247.0,S
Europa,True,CANCRI,39.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Diateous,True,6641,2,C,247.0,S
Earth,True,TRAPPIST,59.0,False,0.0,0.0,0.0,0.0,0.0,Andra Cohendright,True,6642,1,G,1081.0,S
Earth,False,TRAPPIST,20.0,False,0.0,6.0,24.0,0.0,672.0,Hughy Foxter,False,6643,1,F,1272.0,S
Earth,True,CANCRI,17.0,False,0.0,0.0,0.0,0.0,0.0,Lanedy Scotterkins,True,6645,1,G,1083.0,S
Earth,True,TRAPPIST,47.0,False,0.0,0.0,0.0,0.0,0.0,Eduard Campson,True,6646,1,G,1084.0,S
Earth,False,PSO,29.0,False,2.0,3.0,1501.0,26.0,0.0,Coreen Hermane,True,6647,1,F,1273.0,S
Earth,False,TRAPPIST,16.0,False,0.0,0.0,265.0,0.0,0.0,Andan Wartyson,False,6649,1,F,1274.0,S
Earth,False,TRAPPIST,48.0,False,12.0,0.0,0.0,0.0,796.0,Joelan Beasleyes,False,6650,1,G,1077.0,P
Earth,True,CANCRI,28.0,False,0.0,0.0,0.0,0.0,0.0,Inette Griffince,True,6654,1,G,1086.0,S
Earth,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Ernice Griffince,True,6654,3,G,1086.0,S
Mars,True,TRAPPIST,30.0,False,0.0,0.0,0.0,0.0,0.0,Moss Raf,True,6655,1,E,422.0,P
Europa,True,TRAPPIST,34.0,False,0.0,0.0,0.0,0.0,0.0,Naviton Suarging,True,6656,1,B,221.0,P
Mars,True,TRAPPIST,37.0,False,0.0,0.0,0.0,0.0,0.0,Jifes Stpie,True,6659,1,F,1383.0,P
Earth,False,TRAPPIST,47.0,False,590.0,0.0,47.0,3.0,53.0,Debora Horndley,False,6660,1,F,1384.0,P
Earth,False,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Coryl Whitez,False,6662,1,G,1087.0,S
Earth,True,TRAPPIST,23.0,False,0.0,0.0,0.0,0.0,0.0,Dianie Whitez,True,6662,2,G,1087.0,S
Earth,True,CANCRI,0.0,False,0.0,0.0,0.0,0.0,0.0,Tonnie Blange,True,6662,3,G,1087.0,S
